genetic;exercise;smoking;alcohol;sugar;lifespan;BMI
79;1;20;8;4;52;22
78;2;0;5;2;94;19
80;2;12;6;3;73;25
81;0;5;3;3;70;24
81;1;8;9;2;64;30
82;1;13;6;2;76;17
81;2;0;1;2;99;21
80;1;5;6;3;75;26
78;0;16;7;2;53;27
76;1;8;7;5;61;22
81;1;1;1;4;81;23
80;2;2;3;3;85;27
80;3;0;7;2;95;24
80;3;9;5;3;92;22
81;1;18;6;2;67;29
80;2;13;4;2;87;18
82;0;10;6;2;68;20
79;1;12;9;3;61;29
77;1;12;3;2;66;31
80;1;21;6;1;66;21
83;1;9;5;3;78;23
83;1;21;9;3;66;22
81;1;7;6;3;70;22
80;2;20;7;3;69;26
79;1;21;5;1;69;21
84;3;21;2;4;82;22
79;2;18;5;3;73;22
79;2;9;1;2;88;20
80;1;6;7;3;76;21
77;1;17;4;2;62;22
83;1;0;8;4;67;30
80;1;20;8;3;57;31
79;2;17;6;3;69;18
79;2;20;4;1;71;27
78;3;13;9;3;78;31
78;2;3;9;1;89;19
80;1;6;2;3;76;29
80;2;17;9;3;64;26
80;2;4;2;3;86;28
78;1;0;1;1;84;21
84;1;19;2;3;72;21
76;2;19;7;2;67;27
82;2;0;10;2;94;22
79;2;20;8;1;65;29
81;3;3;8;3;93;25
79;2;3;9;1;87;19
79;2;0;8;3;85;27
80;2;0;3;1;91;20
81;1;0;2;4;76;23
82;1;14;2;3;73;26
82;3;3;8;3;86;33
81;3;8;8;2;89;29
81;2;16;3;3;79;22
81;3;0;4;1;101;24
79;0;1;6;2;75;20
80;2;5;1;1;98;21
79;2;18;7;2;69;30
77;1;1;5;4;71;26
79;1;14;0;1;78;18
78;2;4;5;2;81;22
81;1;19;6;2;58;31
79;1;20;10;2;52;26
79;1;4;8;2;72;29
79;1;18;8;2;64;20
77;3;8;3;3;84;25
81;1;0;9;2;81;20
82;1;18;8;2;64;29
79;1;18;7;2;58;35
82;1;19;6;2;54;39
82;2;11;7;4;71;23
78;1;12;6;4;70;17
81;1;20;6;2;53;32
83;3;14;7;2;93;20
81;1;0;3;2;81;25
81;1;0;0;2;90;21
81;3;7;6;3;89;27
81;3;11;2;2;89;26
82;1;21;6;3;68;20
79;2;11;7;2;84;17
82;0;20;8;3;55;22
79;0;0;9;1;66;30
80;2;2;8;3;73;32
80;1;19;5;3;60;23
79;1;4;4;2;84;18
81;1;0;9;2;76;23
81;2;1;4;3;92;24
81;2;0;4;3;86;21
79;2;13;3;3;77;24
82;0;0;8;4;69;20
79;1;9;8;2;73;22
81;2;4;8;5;76;23
78;1;21;6;3;62;25
79;2;10;9;2;76;20
80;2;15;2;3;76;21
80;2;17;8;1;71;34
80;1;4;4;3;79;24
79;1;1;6;1;82;19
78;2;19;5;4;60;27
79;2;9;9;3;77;29
81;2;17;5;4;71;17
81;1;3;5;2;83;15
83;3;11;6;1;97;22
82;2;0;3;2;99;20
80;2;6;6;2;87;24
80;1;8;9;1;74;25
80;1;21;6;2;67;22
81;0;4;6;1;70;24
78;2;14;6;4;75;17
79;2;0;9;3;77;26
79;1;7;8;1;71;29
82;2;18;4;2;75;29
79;1;8;6;3;62;28
81;2;10;5;3;73;30
79;1;16;7;3;60;25
78;1;0;4;2;79;24
78;3;19;2;2;76;31
78;1;8;8;3;68;27
81;3;9;6;3;88;24
79;1;11;10;5;56;18
78;2;19;7;2;68;27
80;2;14;8;2;76;26
78;1;0;5;1;84;28
79;2;9;5;3;70;35
82;3;18;0;3;84;27
78;1;8;6;2;70;31
79;1;12;4;3;71;18
80;1;19;8;2;61;22
81;1;13;10;4;62;18
78;1;3;8;3;74;17
81;2;4;9;1;83;27
80;1;5;9;1;69;30
79;1;19;8;1;61;24
80;3;11;9;2;90;20
81;1;2;2;2;81;23
81;1;16;6;2;68;24
80;1;1;6;4;69;31
82;0;3;7;3;60;33
82;1;12;9;2;76;19
80;2;17;9;3;68;20
82;2;6;2;2;84;27
80;3;6;1;4;93;21
79;1;13;9;2;64;23
81;1;4;7;4;68;21
81;1;2;7;2;85;17
78;3;1;6;4;95;21
80;1;11;9;1;68;28
82;2;7;8;2;83;22
79;1;8;7;1;65;27
80;2;0;7;2;88;18
78;1;17;9;2;62;29
80;1;12;5;2;69;19
80;2;17;1;2;86;22
80;2;21;5;2;73;21
79;1;17;9;2;52;31
80;1;17;3;2;71;24
81;1;12;6;2;72;22
80;2;0;2;1;105;16
81;1;14;4;3;62;29
83;1;7;5;2;80;18
80;1;19;5;2;68;26
79;2;22;4;3;74;25
81;1;18;3;2;69;26
81;3;0;7;3;95;27
82;1;0;7;2;81;21
82;3;9;8;2;94;21
78;1;19;2;2;68;25
83;1;0;6;3;81;24
79;2;4;8;5;81;20
79;1;17;8;2;61;19
81;1;22;9;3;62;18
80;1;17;8;4;56;21
82;1;13;7;3;67;24
76;1;12;8;3;66;22
80;2;11;10;2;82;21
81;1;21;5;3;49;35
80;2;5;8;2;81;26
77;3;21;8;3;80;19
79;3;17;8;1;87;23
77;2;5;9;3;74;28
80;2;14;0;3;83;24
79;1;6;5;3;74;23
79;1;19;6;1;62;27
83;2;4;8;3;88;16
84;3;1;3;2;100;25
77;2;8;6;2;78;24
80;2;19;7;2;73;24
79;0;0;8;2;69;22
78;1;21;4;2;65;15
79;2;0;3;1;94;19
78;2;1;8;1;87;24
80;1;21;9;2;65;18
79;1;7;5;2;71;22
79;2;17;3;2;73;31
79;1;22;7;3;59;22
82;2;6;9;2;84;21
81;2;15;4;2;82;16
81;1;18;5;1;66;26
80;3;18;8;1;80;29
80;1;16;7;1;72;19
80;3;8;1;2;98;27
79;2;0;6;4;83;25
80;1;18;4;2;65;30
82;1;18;6;1;67;26
80;2;21;8;1;73;19
79;2;17;2;3;68;34
78;3;1;7;2;97;27
78;1;7;5;2;70;19
80;0;17;8;2;55;27
82;2;20;8;4;60;25
76;1;6;7;3;67;24
82;2;19;4;3;73;32
80;0;10;6;4;63;19
78;1;10;1;3;70;23
81;3;3;0;3;97;18
79;1;16;6;2;66;19
83;2;0;9;3;89;19
78;3;5;6;2;92;22
78;1;1;6;3;75;20
80;1;4;8;3;71;21
80;1;15;7;1;70;23
83;2;21;7;2;70;32
84;2;2;2;2;100;17
79;1;11;3;3;74;23
81;1;9;9;2;72;19
78;1;2;8;1;80;19
77;0;4;0;1;75;25
81;1;19;3;1;70;27
80;1;17;1;3;58;34
78;1;1;0;2;89;18
77;1;20;0;2;57;28
78;2;0;5;4;85;25
80;3;9;2;1;96;18
78;1;12;10;5;60;22
80;2;20;9;2;74;25
78;1;7;7;3;69;25
80;1;16;6;3;64;30
81;3;21;9;3;73;24
83;3;13;3;3;79;33
79;1;9;9;1;72;26
79;3;0;9;2;97;27
79;3;17;9;3;78;24
78;1;21;7;4;60;19
80;2;4;5;1;84;32
78;4;18;9;1;85;29
81;3;7;9;2;92;20
77;1;20;3;1;65;26
81;3;4;8;2;90;26
81;2;8;6;3;88;22
80;1;9;7;1;73;23
83;3;0;7;2;99;20
81;1;5;7;2;73;20
78;2;12;7;3;79;19
80;1;8;2;3;69;28
84;3;12;4;3;92;20
84;1;11;7;2;67;36
80;1;16;9;3;54;28
78;1;12;3;1;75;28
79;3;0;8;2;94;23
81;1;8;9;3;70;22
83;2;10;5;2;81;23
83;1;0;7;1;81;25
78;3;7;4;3;96;15
80;1;20;7;3;59;30
77;1;0;9;3;72;23
81;2;20;8;2;65;30
80;1;17;1;4;63;24
80;3;0;7;2;95;21
79;2;5;5;2;79;30
80;2;8;3;3;82;29
80;1;2;9;2;71;26
81;4;11;6;2;94;30
79;1;15;1;1;75;21
79;1;19;2;1;70;24
81;1;9;9;2;73;17
79;2;0;8;3;83;17
76;2;16;2;3;77;18
79;1;21;10;2;63;17
78;1;1;6;3;65;34
82;2;1;8;4;81;26
82;2;22;2;4;76;22
78;1;21;6;1;57;24
80;1;8;4;2;73;26
80;2;1;9;1;92;24
80;1;16;9;2;59;25
80;3;3;6;4;91;30
80;3;2;8;2;89;28
79;2;0;7;2;87;19
76;2;5;8;2;75;30
81;2;16;5;2;79;18
80;2;14;1;2;87;17
79;1;16;8;1;73;20
79;1;18;2;3;62;28
82;3;12;8;2;91;19
82;3;17;7;1;88;18
80;2;7;3;2;85;29
81;1;16;6;1;65;30
84;1;17;1;2;76;22
79;1;21;7;2;62;28
81;3;7;8;2;93;22
80;2;0;9;1;87;29
80;1;16;5;2;75;20
82;2;5;0;2;98;19
79;3;21;2;5;80;21
80;2;13;7;2;67;39
81;2;0;7;4;86;24
79;3;15;9;3;79;21
81;1;0;6;3;78;19
82;2;8;7;1;92;21
81;1;8;8;4;72;16
79;1;18;8;2;69;20
83;1;0;3;3;85;19
79;2;11;6;2;89;17
81;0;1;0;3;82;15
82;3;16;8;2;80;28
80;2;0;5;2;93;23
78;1;16;7;4;62;22
80;1;9;2;2;80;17
77;1;21;4;2;65;22
78;2;5;9;2;81;27
80;3;0;4;3;95;27
79;1;14;8;3;68;20
82;1;17;6;2;67;17
82;1;5;6;4;62;40
80;3;22;9;3;73;27
78;3;4;1;3;96;14
82;1;0;8;4;78;23
81;1;0;5;2;76;29
79;2;0;7;2;86;29
79;0;12;9;1;65;21
79;2;17;6;3;69;21
82;3;15;9;2;94;19
80;1;5;5;1;77;25
83;1;1;2;2;80;33
82;2;12;9;1;86;22
83;1;0;6;3;81;20
82;1;14;9;2;64;29
79;1;18;7;2;57;26
78;2;2;2;3;83;23
80;1;0;7;3;73;26
78;0;20;7;2;53;27
79;2;4;4;2;84;23
81;1;0;8;1;83;19
77;1;7;1;1;81;17
80;1;10;9;1;70;29
83;0;13;8;3;61;20
79;2;3;8;4;81;25
84;1;7;7;4;76;16
79;3;13;3;2;91;27
82;1;21;9;2;64;20
80;2;10;9;2;76;16
79;2;21;6;2;77;22
80;2;16;1;2;77;19
80;1;3;1;2;76;28
79;1;7;9;3;68;29
78;1;11;3;3;68;22
79;1;4;5;1;79;27
79;0;1;6;1;75;20
78;3;9;7;3;88;27
79;1;10;4;2;61;41
80;3;13;1;3;85;26
79;0;11;9;2;63;18
79;4;0;9;2;108;16
80;2;18;8;4;69;16
79;2;17;8;2;72;21
81;2;13;1;3;75;34
80;1;13;8;3;62;20
79;2;0;4;4;85;29
83;1;7;8;2;70;35
79;2;4;7;2;85;17
79;3;17;4;3;75;31
78;1;1;8;4;70;24
77;1;16;7;2;61;31
77;2;14;2;2;84;20
81;2;20;7;2;71;30
79;1;5;3;2;77;27
82;2;9;9;3;74;27
78;2;0;5;4;84;20
80;1;17;3;1;71;24
78;3;10;9;3;82;24
78;2;7;7;1;80;25
77;2;2;5;4;83;23
81;1;1;5;2;85;19
84;1;21;9;4;55;28
79;3;5;9;3;85;29
78;1;14;9;1;63;27
76;1;17;1;2;66;17
79;1;12;6;1;78;21
81;2;15;1;1;87;23
78;3;19;5;2;84;31
79;0;14;4;2;61;24
77;2;15;6;1;75;29
79;1;5;8;2;77;18
79;1;19;6;2;59;34
79;1;0;9;2;80;20
79;3;6;8;1;97;21
80;1;1;7;2;81;23
81;1;6;9;2;79;16
78;1;4;5;2;72;29
82;1;2;2;2;83;22
80;2;0;9;1;86;23
81;2;19;3;3;75;26
76;1;20;6;1;65;22
79;1;6;4;3;75;27
78;1;1;6;4;72;25
80;2;1;1;2;101;20
81;2;4;9;3;81;17
83;1;4;8;2;82;19
79;3;0;7;1;98;25
80;3;20;2;3;89;21
81;1;3;3;3;84;21
77;1;15;5;1;64;27
79;3;12;6;2;84;19
80;3;22;9;1;77;23
82;2;8;5;2;80;40
80;1;11;4;2;76;16
79;1;1;8;3;78;18
78;1;0;4;1;84;22
80;2;13;1;3;83;20
81;1;10;2;3;75;23
76;2;14;9;2;75;25
78;1;5;6;3;71;24
82;2;9;9;2;78;23
79;2;0;6;1;92;21
78;1;21;6;5;57;15
79;1;10;2;3;72;25
79;2;11;9;1;75;23
83;1;11;0;1;80;28
81;1;17;8;3;67;21
79;1;14;9;4;58;30
80;2;22;9;3;66;23
80;1;20;3;2;62;31
80;1;16;7;3;62;18
82;1;16;8;3;62;18
81;2;16;8;2;72;25
82;1;5;2;2;90;17
82;2;1;3;1;99;22
82;2;2;8;3;83;32
81;1;11;9;5;67;19
82;2;21;5;3;75;27
81;0;8;6;3;63;27
82;1;16;2;1;77;19
80;1;16;1;4;66;27
81;1;13;7;2;73;23
82;1;6;4;3;70;23
77;1;11;4;3;71;20
79;2;9;8;2;76;33
81;2;3;7;4;80;25
82;2;20;9;3;73;22
81;4;7;3;1;103;25
80;2;6;6;1;93;24
80;2;1;8;3;80;28
79;1;0;7;1;75;25
78;2;7;6;3;73;23
79;2;7;9;3;75;24
80;2;0;6;3;81;26
80;2;22;4;1;74;23
83;2;0;4;1;84;38
80;2;17;9;1;67;34
81;2;3;6;2;79;31
81;1;15;2;2;71;25
81;1;3;3;3;71;30
79;1;14;5;4;69;19
76;2;16;6;3;63;28
80;1;22;9;2;60;18
79;3;1;6;3;95;26
81;2;13;6;3;77;20
78;3;17;7;4;74;25
81;1;1;7;4;73;19
82;1;0;4;3;80;26
78;1;20;3;3;70;18
81;1;8;7;3;72;24
79;2;13;5;2;79;19
81;3;9;9;2;90;22
79;2;11;8;1;82;17
81;2;16;5;2;83;20
80;1;3;3;2;81;22
81;1;5;3;1;83;24
81;3;0;1;1;105;21
79;1;8;7;3;64;30
81;2;1;3;1;95;24
80;1;5;6;3;72;18
83;2;6;8;1;86;18
78;1;14;8;3;66;18
83;1;0;9;1;86;19
79;2;3;10;4;82;19
79;2;9;1;1;87;22
77;1;14;9;3;63;20
76;2;0;9;3;75;24
79;2;16;2;3;81;18
80;1;17;1;3;70;24
79;0;17;8;2;58;18
78;1;4;4;2;76;20
83;3;3;9;2;96;25
80;1;13;3;2;62;30
79;2;3;9;2;87;21
81;2;3;7;3;80;29
76;1;10;9;3;67;15
82;2;0;6;1;89;23
80;3;2;6;1;106;18
78;2;1;3;2;86;26
77;2;1;5;2;83;27
76;1;4;5;2;76;21
80;2;2;3;3;81;28
79;2;17;3;3;70;27
80;2;5;8;1;81;27
79;2;9;8;2;73;32
78;1;6;9;4;70;19
79;1;1;9;3;77;21
82;1;17;8;2;72;17
78;1;1;9;2;70;28
80;1;6;4;2;77;25
82;0;1;7;2;72;22
80;3;0;8;3;100;17
76;1;8;4;2;70;22
79;2;1;5;2;85;28
82;1;6;0;2;78;26
81;3;8;9;4;85;31
80;0;8;6;2;65;26
80;1;9;0;3;72;29
80;2;9;2;1;86;35
79;3;3;8;2;93;26
83;1;12;2;3;68;23
80;2;4;8;2;90;17
80;1;14;6;2;73;24
79;4;0;2;1;112;21
80;2;13;7;4;74;22
79;3;4;8;2;95;21
81;1;9;0;2;75;27
81;2;18;6;3;69;25
80;2;13;6;2;82;20
79;2;16;7;1;78;26
81;1;19;9;2;58;28
80;2;2;4;2;85;30
81;1;4;8;2;79;21
82;1;1;7;1;83;28
79;2;1;6;3;85;18
81;2;22;9;1;77;18
79;1;1;9;2;78;18
79;3;3;6;2;91;22
78;2;17;0;1;86;18
81;2;15;2;4;77;26
79;1;3;5;3;81;16
80;3;15;6;2;87;21
82;2;15;5;3;76;26
80;2;5;5;2;88;20
78;2;4;8;3;83;18
78;2;11;5;2;74;30
77;2;19;6;3;67;22
80;1;9;3;1;70;30
78;1;12;7;1;64;27
78;1;9;7;3;67;23
83;2;20;4;1;83;18
80;2;3;6;2;85;29
83;2;11;3;2;87;20
84;1;21;9;2;60;24
81;2;18;6;3;77;22
80;0;13;8;1;59;25
82;3;21;1;2;91;21
80;1;10;4;4;63;24
80;0;1;6;3;74;17
80;2;2;7;2;84;31
80;2;15;4;3;77;27
81;2;12;4;2;83;23
79;1;4;3;3;79;26
80;1;9;9;2;69;24
78;1;1;9;2;76;25
80;1;8;9;2;67;25
80;2;21;9;3;60;29
82;3;14;3;3;88;19
81;1;18;6;2;62;29
82;1;3;8;3;72;26
80;1;20;4;2;67;19
79;1;2;8;4;71;23
80;2;17;6;4;62;30
79;1;0;3;2;77;27
83;2;0;9;2;90;25
81;2;0;2;2;92;22
81;1;0;8;1;86;15
82;1;6;4;2;77;25
79;1;5;7;2;79;15
78;1;3;3;2;78;20
79;2;9;9;2;81;25
80;3;21;6;2;82;18
80;1;16;7;2;64;30
77;3;11;6;3;88;20
81;3;6;4;2;98;22
79;3;19;10;3;74;22
79;3;5;8;2;88;23
79;2;7;1;2;83;24
81;1;14;1;2;72;26
82;2;12;5;2;75;33
80;2;11;6;4;78;20
78;2;18;2;4;65;30
81;1;19;8;2;69;16
76;1;20;0;4;54;28
78;1;0;6;2;83;18
79;1;1;0;3;80;29
80;1;22;6;4;62;21
81;0;0;2;3;75;24
80;2;13;7;3;80;20
80;2;3;4;4;83;17
79;2;14;7;3;71;23
78;2;1;7;2;87;18
80;3;18;7;3;74;26
80;1;8;7;4;70;22
81;1;11;5;2;76;24
81;1;18;9;3;52;29
80;2;11;9;2;74;34
80;2;0;8;2;87;21
79;2;12;6;1;75;26
81;1;0;8;3;68;25
80;3;1;7;2;95;25
80;1;13;6;2;75;16
80;2;17;5;3;68;28
80;2;4;7;2;82;22
84;3;6;8;1;92;27
81;1;9;6;3;72;18
79;2;11;1;5;71;29
82;3;4;6;3;93;26
79;1;22;7;3;54;23
81;2;5;8;2;77;35
77;1;5;1;4;69;23
76;1;6;6;3;60;29
76;2;8;3;4;67;47
80;3;6;9;1;92;23
81;1;0;8;2;80;18
81;3;9;9;1;79;40
82;2;15;8;1;79;29
81;2;0;6;1;95;24
81;1;3;6;3;72;22
78;2;1;9;4;83;20
81;2;20;4;3;75;18
79;1;5;6;4;65;21
81;2;19;6;2;75;19
83;2;5;9;2;81;28
82;3;4;6;2;97;20
79;1;8;9;2;69;21
81;1;0;0;2;87;23
80;2;11;8;1;78;27
79;3;1;9;1;102;22
81;2;17;3;3;74;26
78;1;16;6;3;57;34
80;2;0;5;1;89;29
76;2;14;9;2;69;18
82;1;18;8;3;63;25
77;2;13;0;2;79;22
82;1;21;2;3;60;32
77;1;9;1;3;71;21
78;1;13;1;2;64;40
79;1;0;8;3;78;21
80;2;19;8;4;62;25
81;2;1;7;2;90;16
82;2;5;3;3;92;21
80;2;8;9;2;77;32
80;1;2;4;1;84;28
79;2;4;9;4;79;21
80;1;0;8;2;78;21
80;1;11;8;2;64;25
82;2;11;5;3;85;20
80;1;22;6;1;65;15
80;2;13;5;2;77;22
80;2;10;8;3;70;29
81;1;9;5;2;78;20
81;2;12;5;3;71;33
81;1;0;8;3;71;26
83;3;19;1;1;100;16
81;1;7;1;4;70;20
79;3;12;4;2;85;26
79;1;3;7;4;68;26
82;1;0;3;1;86;21
81;1;12;6;3;67;29
79;2;15;5;2;79;18
79;3;13;8;2;84;20
78;0;0;7;3;64;24
82;2;0;8;3;89;25
79;3;0;6;1;99;23
81;1;3;3;2;84;22
79;2;3;8;2;85;16
82;1;8;6;1;76;20
80;0;14;8;3;59;19
84;1;15;0;3;70;27
83;1;12;10;2;59;39
80;2;10;6;1;89;21
82;1;14;5;1;68;34
81;2;10;5;1;82;23
82;1;19;8;3;59;25
81;1;19;7;4;58;24
80;2;11;4;1;86;23
82;3;0;3;1;110;15
77;2;18;6;3;68;23
83;3;0;1;3;107;17
80;2;11;5;2;85;19
79;2;15;4;4;73;23
83;3;22;9;2;78;24
80;2;4;6;1;77;35
80;3;13;4;2;86;23
77;1;12;7;1;67;23
80;2;1;7;3;86;31
80;3;12;6;2;87;29
80;1;3;8;3;72;27
79;3;0;1;4;99;18
79;1;13;8;3;65;25
79;1;3;7;3;72;24
77;1;14;8;2;58;29
78;2;13;4;3;82;15
81;2;17;2;4;80;19
81;1;19;2;3;65;20
79;3;17;7;3;83;20
82;1;0;9;1;82;22
77;2;3;9;4;67;29
81;2;1;3;3;92;24
78;2;16;9;2;76;19
78;2;18;9;4;70;20
81;2;5;0;2;94;17
79;2;20;7;2;70;26
82;3;11;5;2;95;22
81;2;16;8;3;74;22
79;2;1;7;2;83;24
78;2;21;5;2;76;18
78;2;10;8;2;75;28
79;2;20;8;2;74;26
83;1;10;9;3;62;29
80;1;9;8;3;65;35
79;1;0;1;4;73;29
82;2;6;5;3;88;23
80;3;15;0;3;84;24
78;1;16;0;2;74;18
79;1;19;2;1;71;27
78;1;7;7;3;67;30
82;1;16;7;2;69;23
81;1;0;8;1;80;29
77;3;9;8;1;93;22
77;2;13;7;2;64;37
78;1;0;7;4;67;23
82;1;0;7;2;70;33
79;1;0;1;4;79;22
81;0;17;5;4;51;27
80;1;7;5;3;71;25
77;2;1;4;2;86;32
81;3;7;8;3;87;24
79;1;5;9;3;71;19
78;3;11;9;1;86;27
76;2;16;6;2;67;27
78;2;2;2;4;90;18
80;2;5;3;2;93;25
80;3;6;7;1;96;21
82;1;13;0;2;78;29
80;2;6;8;2;86;19
80;1;11;10;2;67;26
80;2;19;2;3;74;28
81;2;20;7;3;68;24
81;0;7;6;1;72;22
82;1;0;8;5;80;18
82;1;15;8;2;75;18
80;2;13;8;2;74;27
79;0;10;6;2;59;32
80;1;14;6;1;73;26
83;2;1;6;2;86;25
80;1;21;6;3;59;27
80;2;4;4;2;83;29
80;1;14;4;1;71;27
81;1;1;7;2;79;23
80;1;3;6;3;69;25
79;2;21;8;4;62;29
78;2;7;9;2;78;20
80;1;18;3;2;72;20
79;1;1;7;2;80;20
81;2;11;7;2;78;21
81;1;10;3;4;70;21
80;2;8;6;3;82;22
79;2;0;9;3;81;22
82;1;12;5;1;75;26
82;1;21;7;2;70;21
82;1;3;4;3;79;20
80;1;3;9;4;70;26
78;2;7;3;2;83;21
84;1;7;7;3;66;28
83;1;16;7;4;66;24
80;3;9;5;1;91;24
78;1;18;8;2;62;23
77;1;18;5;1;62;25
82;2;0;5;2;97;18
78;2;3;7;3;79;22
79;1;6;1;3;81;25
80;3;8;6;2;90;23
80;1;13;2;2;73;23
77;2;0;4;2;73;38
80;1;1;8;2;73;32
81;4;5;7;2;104;19
82;2;16;5;3;77;28
81;4;16;8;3;86;25
79;3;2;7;3;92;28
81;1;2;9;3;73;19
78;1;19;2;2;63;30
79;1;10;8;3;68;24
80;2;11;4;2;80;23
80;1;7;8;1;75;19
81;0;18;6;2;51;31
78;1;14;2;3;73;16
79;1;9;9;2;71;25
81;2;12;6;1;83;30
78;2;0;8;2;88;19
81;1;3;8;2;75;26
82;2;3;8;3;77;22
82;2;7;5;3;84;21
79;3;1;6;4;92;21
79;2;17;7;5;68;26
81;1;5;4;5;68;35
78;3;9;2;2;93;32
80;1;11;8;4;61;23
79;2;5;8;3;77;22
80;1;0;6;3;84;17
79;1;9;5;2;70;24
81;3;0;6;3;97;31
78;0;0;9;2;62;29
80;1;19;8;4;58;22
78;2;7;7;2;76;27
79;1;3;6;3;71;26
79;3;18;9;4;72;25
78;1;0;8;3;75;21
78;2;9;7;3;81;20
84;1;4;9;1;80;24
78;2;1;6;5;75;28
82;2;1;2;3;89;23
80;3;2;10;2;88;24
79;1;21;6;2;62;24
80;1;1;5;2;80;24
78;1;20;10;2;58;26
81;1;11;8;2;58;36
81;2;13;2;2;72;31
80;3;19;8;3;75;26
79;2;22;7;1;68;25
78;3;13;7;1;83;24
80;2;21;7;3;75;19
81;1;6;2;2;75;23
81;3;0;9;2;95;19
81;2;21;5;2;70;24
81;2;3;8;4;83;17
78;2;21;6;3;64;22
83;1;10;7;2;77;16
80;2;0;9;2;78;34
81;1;16;0;3;64;30
80;2;8;7;4;78;16
80;2;7;5;4;84;20
81;1;14;9;3;65;18
78;2;19;9;3;66;25
84;1;12;8;3;77;17
81;2;0;10;2;86;19
77;1;5;7;1;67;39
81;0;0;4;3;71;29
78;1;20;7;1;64;25
82;0;9;6;2;69;21
80;1;0;7;3;73;24
76;1;17;4;1;63;23
79;1;16;5;3;66;22
80;2;7;3;1;81;29
82;1;17;6;2;71;20
79;1;7;6;2;68;34
81;1;9;9;2;68;25
82;1;7;9;3;73;22
79;1;4;5;2;74;29
79;2;14;6;2;74;20
80;2;3;6;2;91;22
79;2;11;10;1;79;26
81;2;0;6;1;91;18
80;0;1;3;3;78;17
81;1;0;8;4;70;32
82;3;9;1;2;95;24
77;1;1;8;4;73;22
82;1;21;9;2;57;27
80;1;1;6;4;75;20
81;1;12;5;4;64;23
76;2;0;7;3;83;21
81;2;12;8;3;75;36
77;1;12;9;2;63;21
81;1;16;4;4;63;22
76;3;0;6;3;87;29
80;1;17;9;2;60;25
81;1;21;7;3;60;24
80;1;0;0;4;84;20
79;2;8;8;1;85;27
81;1;0;5;1;83;26
80;2;12;2;2;87;25
82;3;20;5;3;81;26
80;1;12;2;2;65;33
81;3;3;9;1;99;15
79;2;13;7;2;79;18
78;2;10;5;2;84;20
82;2;10;2;2;84;24
81;1;2;7;2;78;33
79;2;13;0;2;87;18
82;3;15;6;2;90;27
80;3;21;9;2;75;25
82;1;10;9;2;72;19
84;2;0;9;2;85;26
79;3;11;6;3;84;25
81;1;11;4;3;74;19
78;1;20;8;1;58;31
81;3;14;3;3;78;32
79;1;15;6;4;60;25
78;2;8;5;4;77;18
81;4;22;3;3;86;27
79;1;5;6;4;68;25
80;0;5;10;2;60;28
79;1;2;8;1;71;33
81;1;4;8;2;80;19
79;1;8;3;4;70;17
83;1;0;7;2;77;20
81;2;0;9;1;92;19
79;3;0;8;3;92;16
84;2;15;6;2;86;23
82;2;16;8;2;66;31
78;3;5;9;1;90;21
80;1;17;4;1;69;26
79;3;1;2;1;97;28
81;3;2;7;2;97;27
82;4;20;7;1;91;27
80;1;2;6;3;75;18
82;2;20;9;1;73;24
80;4;8;4;2;101;23
79;2;12;6;3;76;23
80;1;22;7;2;58;28
82;2;0;7;2;88;26
80;1;7;9;1;81;15
78;1;21;1;2;63;26
80;0;8;3;2;65;30
80;2;5;7;2;84;21
79;1;1;9;2;75;21
81;1;17;0;2;74;15
78;1;14;9;3;60;20
81;2;16;0;3;84;26
78;1;19;8;4;55;22
80;1;2;5;1;82;26
82;3;16;7;3;79;25
80;1;1;5;3;70;27
79;1;19;2;3;69;20
78;1;7;3;1;81;25
81;2;11;8;3;79;20
83;2;3;9;2;85;21
80;1;3;3;2;86;19
80;2;1;1;3;82;28
81;1;7;1;1;79;26
80;1;5;3;2;77;29
79;1;10;6;3;66;25
82;1;16;8;1;67;29
83;2;21;3;2;76;22
80;1;18;8;3;59;25
83;2;15;5;2;75;24
79;1;20;9;3;63;18
78;3;8;6;3;90;20
82;2;22;4;3;72;19
81;1;19;5;1;65;28
80;2;22;7;2;69;23
80;1;0;9;3;71;21
82;0;8;7;2;68;23
78;1;8;9;1;76;22
80;3;10;9;2;85;27
81;1;1;2;4;78;23
77;2;2;2;3;86;17
82;2;21;5;2;70;25
83;1;11;6;5;66;26
82;2;7;3;4;81;26
82;0;3;3;1;78;25
81;2;8;6;2;89;19
80;3;15;5;3;85;26
80;2;2;5;2;85;32
81;2;0;4;3;84;28
81;1;20;9;1;66;22
80;1;0;6;2;81;18
80;0;3;0;3;73;23
82;1;16;6;2;65;26
79;2;3;6;3;82;22
78;1;4;8;3;68;28
84;2;12;3;3;78;27
82;1;6;5;1;75;31
79;3;2;6;1;101;20
79;3;13;3;2;87;29
81;3;8;5;2;96;24
81;3;3;5;2;101;21
77;1;1;5;1;75;28
79;1;9;7;3;65;25
81;2;11;7;3;75;17
80;1;1;5;2;86;21
78;3;2;8;4;94;19
78;2;19;9;1;75;22
79;3;5;5;1;99;23
79;2;16;2;2;76;26
82;1;15;6;2;68;17
79;2;14;5;4;75;20
79;1;2;8;2;73;28
79;1;16;5;2;66;24
81;2;1;3;2;91;24
81;1;8;6;3;74;21
79;1;13;1;2;73;22
81;2;20;9;3;70;29
82;0;3;7;2;64;39
80;2;3;1;2;91;18
